ID,Artists,Name,Weekly.Rank,Peak.Position,Chart.Weeks,BB.Week,Release.Date
2338,"Billie Eilish, Khalid",Lovely,64,64,12,2019-01-26,"April 19, 2018"
2339,A Boogie Wit da Hoodie,Startender,65,59,4,2019-01-26,"December 14, 2018"
2340,"Anuel AA, Romeo Santos",Ella Quiere Beber,66,64,11,2019-01-26,"November 1, 2018"
2341,Lil Baby,Pure Cocaine,67,46,6,2019-01-26,"November 30, 2018"
2342,"Silk City, Dua Lipa",Electricity,68,62,9,2019-01-26,"September 7, 2018"
2343,Kehlani,Nights Like This,69,NA,NA,2019-01-26,"January 10, 2019"
2344,Travis Scott,Yosemite,70,25,13,2019-01-26,"August 3, 2018"
2345,Chris Stapleton,Millionaire,71,67,6,2019-01-26,"October 20, 2017"
2346,"Tory Lanez, Rich The Kid",Talk To Me,72,43,12,2019-01-26,"June 21, 2018"
2347,Luke Bryan,What Makes You Country,73,73,3,2019-01-26,"October 6, 2017"
2348,Billie Eilish,When The Party's Over,74,52,13,2019-01-26,"October 17, 2018"
2349,Blueface,Thotiana,75,NA,NA,2019-01-26,"February 16, 2019"
2350,Jordan Davis,Take It From Me,76,69,3,2019-01-26,"October 19, 2017"
2351,Zara Larsson,Ruin My Life,77,76,3,2019-01-26,"October 18, 2018"
2352,Jake Owen,Down To The Honkytonk,78,75,3,2019-01-26,"August 10, 2018"
2353,Alec Benjamin,Let Me Down Slowly,79,NA,NA,2019-01-26,"January 7, 2019"
2354,Future,Jumpin On A Jet,80,NA,NA,2019-01-26,"January 9, 2019"
2355,Lukas Graham,Love Someone,81,81,3,2019-01-26,"September 7, 2018"
2356,Loud Luxury,Body,82,80,3,2019-01-26,"October 27, 2017"
2357,"Future, Juice WRLD",Fine China,83,26,13,2019-01-26,"October 15, 2018"
2358,Ski Mask The Slump God,Nuketown,84,63,6,2019-01-26,"November 30, 2018"
2359,XXXTENTACION,BAD!,85,16,10,2019-01-26,"November 9, 2018"
2360,Carrie Underwood,Love Wins,86,83,3,2019-01-26,"August 31, 2018"
2361,"benny blanco, Juice WRLD",Roses,87,87,3,2019-01-26,"December 5, 2018"
2362,Metro Boomin,Space Cadet,88,51,6,2019-01-26,"November 2, 2018"
2363,Lil Pump,Butterfly Doors,89,81,2,2019-01-26,"January 4, 2019"
2364,YoungBoy Never Broke Again,Valuable Pain,90,87,2,2019-01-26,"December 10, 2018"
2365,Russell Dickerson,Blue Tacoma,91,52,18,2019-01-26,"March 5, 2018"
2366,Lil Baby,Close Friends,92,28,14,2019-01-26,"October 5, 2018"
2367,21 Savage,Can't Leave Without It,93,58,4,2019-01-26,"December 21, 2018"
2368,Nicki Minaj,Good Form,94,60,6,2019-01-26,"November 29, 2018"
2369,Brett Young,Here Tonight,95,88,3,2019-01-26,"September 14, 2018"
2370,Billie Eilish,idontwannabeyouanymore,96,96,3,2019-01-26,"July 21, 2017"
2371,Billie Eilish,Ocean Eyes,97,96,5,2019-01-26,"November 19, 2015"
2372,Midland,Burn Out,98,92,3,2019-01-26,"October 28, 2016"
2373,Rich The Kid,Splashin,99,NA,NA,2019-01-26,"December 3, 2018"
2374,Old Dominion,Make It Sweet,100,92,3,2019-01-26,"October 8, 2018"
2375,"Post Malone, Swae Lee",Sunflower,1,1,2,2019-01-19,"October 18, 2018"
2376,Halsey,Without Me,2,1,14,2019-01-19,"October 4, 2018"
2377,Ariana Grande,"Thank U, Next",3,1,10,2019-01-19,"November 3, 2018"
2378,Travis Scott,Sicko Mode,4,1,23,2019-01-19,"August 3, 2018"
2379,Panic! At The Disco,High Hopes,5,5,23,2019-01-19,"May 23, 2018"
2380,"Marshmello, Bastille",Happier,6,3,21,2019-01-19,"August 17, 2018"
2381,Maroon 5,Girls Like You,7,1,33,2019-01-19,"May 30, 2018"
2382,"Lil Baby, Gunna",Drip Too Hard,8,4,17,2019-01-19,"September 9, 2018"
2383,"benny blanco, Halsey, Khalid",Eastside,9,9,26,2019-01-19,"July 12, 2018"
2384,Kodak Black,ZEZE,10,2,13,2019-01-19,"October 12, 2018"
2385,Post Malone,Wow.,11,11,3,2019-01-19,"December 24, 2018"
2386,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,12,11,17,2019-01-19,"September 14, 2018"
2387,Post Malone,Better Now,13,3,37,2019-01-19,"April 27, 2018"
2388,Sheck Wes,Mo Bamba,14,6,20,2019-01-19,"September 15, 2016"
2389,Ariana Grande,Breathin,15,12,21,2019-01-19,"August 17, 2018"
2390,5 Seconds Of Summer,Youngblood,16,7,32,2019-01-19,"April 12, 2018"
2391,Cardi B,Money,17,13,12,2019-01-19,"October 23, 2018"
2392,Meek Mill,Going Bad,18,6,6,2019-01-19,"November 30, 2018"
2393,DJ Snake,Taki Taki,19,11,15,2019-01-19,"September 28, 2018"
2394,Bad Bunny,MIA,20,5,13,2019-01-19,"October 11, 2018"
2395,Flipp Dinero,Leave Me Alone,21,21,17,2019-01-19,"March 14, 2018"
2396,Juice WRLD,Lucid Dreams,22,2,35,2019-01-19,"July 1, 2017"
2397,"Lady Gaga, Bradley Cooper",Shallow,23,5,15,2019-01-19,"September 27, 2018"
2398,Khalid,Better,24,24,17,2019-01-19,"September 14, 2018"
2399,Dan + Shay,Speechless,25,24,18,2019-01-19,"May 18, 2018"
2400,Ella Mai,Trip,26,11,23,2019-01-19,"August 3, 2018"
2401,Bazzi,Beautiful,27,27,23,2019-01-19,"August 2, 2018"
2402,"Khalid, Normani",Love Lies,28,9,47,2019-01-19,"February 14, 2018"
2403,Imagine Dragons,Natural,29,13,25,2019-01-19,"July 17, 2018"
2404,"Cardi B, Bad Bunny, J Balvin",I Like It,30,1,40,2019-01-19,"April 6, 2018"
2405,"Ellie Goulding, Diplo",Close To Me,31,31,8,2019-01-19,"October 24, 2018"
2406,Luke Combs,She Got The Best Of Me,32,31,22,2019-01-19,"July 1, 2014"
2407,21 Savage,A Lot,33,33,3,2019-01-19,"December 21, 2018"
2408,Lauren Daigle,You Say,34,34,26,2019-01-19,"July 13, 2018"
2409,Chris Brown,Undecided,35,NA,NA,2019-01-19,"January 4, 2019"
2410,Lil Wayne,Uproar,36,7,15,2019-01-19,"October 5, 2018"
2411,Ava Max,Sweet But Psycho,37,37,4,2019-01-19,"August 17, 2018"
2412,Pinkfong,Baby Shark,38,32,2,2019-01-19,"June 17, 2016"
2413,Jimmie Allen,Best Shot,39,37,17,2019-01-19,"October 12, 2018"
2414,A Boogie Wit da Hoodie,Swervin,40,38,3,2019-01-19,"December 21, 2018"
2415,Luke Combs,Beautiful Crazy,41,41,9,2019-01-19,"May 4, 2018"
2416,Dean Lewis,Be Alright,42,40,11,2019-01-19,"June 28, 2018"
2417,Mark Ronson,Nothing Breaks Like A Heart,43,43,6,2019-01-19,"November 29, 2018"
2418,Dustin Lynch,Good Girl,44,44,9,2019-01-19,"May 5, 2018"
2419,Thomas Rhett,Sixteen,45,42,9,2019-01-19,"September 8, 2017"
2420,Future,Crushed Up,46,NA,NA,2019-01-19,"January 4, 2019"
2421,Dierks Bentley,Burning Man,47,45,12,2019-01-19,"May 25, 2018"
2422,Pardison Fontaine,Backin' It Up,48,44,13,2019-01-19,"September 20, 2018"
2423,A Boogie Wit da Hoodie,Look Back At It,49,49,5,2019-01-19,"December 7, 2018"
2424,Jason Aldean,Girl Like You,50,50,7,2019-01-19,"April 13, 2018"
2425,The Chainsmokers,This Feeling,51,50,13,2019-01-19,"September 18, 2018"
2426,Camila Cabello,Consequences,52,51,10,2019-01-19,"January 12, 2018"
2427,Scotty McCreery,This Is It,53,53,5,2019-01-19,"May 7, 2018"
2428,"XXXTENTACION, Lil Pump",Arms Around You,55,28,11,2019-01-19,"October 23, 2018"
2429,Kodak Black,Calling My Spirit,56,46,6,2019-01-19,"November 30, 2018"
2430,"Tory Lanez, Rich The Kid",Talk To Me,57,43,11,2019-01-19,"June 21, 2018"
2431,Jacquees,You,58,58,7,2019-01-19,"March 30, 2018"
2432,A Boogie Wit da Hoodie,Startender,59,59,3,2019-01-19,"December 14, 2018"
2433,Kip Moore,Last Shot,60,53,8,2019-01-19,"September 8, 2017"
2434,French Montana,No Stylist,61,47,16,2019-01-19,"September 20, 2018"
2435,"Silk City, Dua Lipa",Electricity,62,62,8,2019-01-19,"September 7, 2018"
2436,Calboy,Envy Me,63,63,4,2019-01-19,"September 13, 2018"
2437,"Anuel AA, Romeo Santos",Ella Quiere Beber,64,64,10,2019-01-19,"November 1, 2018"
2438,"Billie Eilish, Khalid",Lovely,65,65,11,2019-01-19,"April 19, 2018"
2439,Lil Baby,Pure Cocaine,66,46,5,2019-01-19,"November 30, 2018"
2440,Chris Stapleton,Millionaire,67,67,5,2019-01-19,"October 20, 2017"
2441,Billie Eilish,When The Party's Over,68,52,12,2019-01-19,"October 17, 2018"
2442,Jordan Davis,Take It From Me,69,69,2,2019-01-19,"October 19, 2017"
2443,21 Savage,Can't Leave Without It,70,58,3,2019-01-19,"December 21, 2018"
2444,Travis Scott,Yosemite,71,25,12,2019-01-19,"August 3, 2018"
2445,"Future, Juice WRLD",Fine China,72,26,12,2019-01-19,"October 15, 2018"
2446,Ariana Grande,Imagine,73,24,4,2019-01-19,"December 14, 2018"
2447,Luke Bryan,What Makes You Country,74,74,2,2019-01-19,"October 6, 2017"
2448,Jake Owen,Down To The Honkytonk,75,75,2,2019-01-19,"August 10, 2018"
2449,Zara Larsson,Ruin My Life,76,76,2,2019-01-19,"October 18, 2018"
2450,XXXTENTACION,BAD!,77,16,9,2019-01-19,"November 9, 2018"
2451,Russell Dickerson,Blue Tacoma,79,52,17,2019-01-19,"March 5, 2018"
2452,Loud Luxury,Body,80,80,2,2019-01-19,"October 27, 2017"
2453,Lil Pump,Butterfly Doors,81,NA,NA,2019-01-19,"January 4, 2019"
2454,Lukas Graham,Love Someone,82,82,2,2019-01-19,"September 7, 2018"
2455,Metro Boomin,Space Cadet,83,51,5,2019-01-19,"November 2, 2018"
2456,"Shawn Mendes, Zedd",Lost In Japan,84,48,16,2019-01-19,"September 27, 2018"
2457,Carrie Underwood,Love Wins,85,83,2,2019-01-19,"August 31, 2018"
2458,Ski Mask The Slump God,Nuketown,86,63,5,2019-01-19,"November 30, 2018"
2459,YoungBoy Never Broke Again,Valuable Pain,87,NA,NA,2019-01-19,"December 10, 2018"
2460,Brett Young,Here Tonight,88,88,2,2019-01-19,"September 14, 2018"
2461,Lil Baby,Close Friends,89,28,13,2019-01-19,"October 5, 2018"
2462,21 Savage,Monster,90,73,3,2019-01-19,"December 21, 2018"
2463,"benny blanco, Juice WRLD",Roses,91,91,2,2019-01-19,"December 5, 2018"
2464,Old Dominion,Make It Sweet,92,92,2,2019-01-19,"October 8, 2018"
2465,Midland,Burn Out,93,92,2,2019-01-19,"October 28, 2016"
2466,Nicki Minaj,Good Form,94,60,5,2019-01-19,"November 29, 2018"
2467,A Boogie Wit da Hoodie,Demons And Angels,95,90,3,2019-01-19,"December 21, 2018"
2468,6ix9ine,KIKA,96,44,6,2019-01-19,"November 27, 2018"
2469,Billie Eilish,Ocean Eyes,97,96,4,2019-01-19,"November 19, 2015"
2470,Billie Eilish,idontwannabeyouanymore,98,98,2,2019-01-19,"July 21, 2017"
2471,"Tyga, Nicki Minaj",Dip,99,63,8,2019-01-19,"October 29, 2018"
2472,Eminem,Lucky You,100,6,14,2019-01-19,"August 31, 2018"
2473,Halsey,Without Me,1,1,3,2019-01-12,"October 4, 2018"
2474,Ariana Grande,"Thank U, Next",2,1,9,2019-01-12,"November 3, 2018"
2475,"Post Malone, Swae Lee",Sunflower,3,3,11,2019-01-12,"October 18, 2018"
2476,Travis Scott,Sicko Mode,4,1,22,2019-01-12,"August 3, 2018"
2477,Panic! At The Disco,High Hopes,5,5,22,2019-01-12,"May 23, 2018"
2478,"Marshmello, Bastille",Happier,6,3,20,2019-01-12,"August 17, 2018"
2479,Maroon 5,Girls Like You,7,1,32,2019-01-12,"May 30, 2018"
2480,"Lil Baby, Gunna",Drip Too Hard,8,4,16,2019-01-12,"September 9, 2018"
2481,Kodak Black,ZEZE,9,2,12,2019-01-12,"October 12, 2018"
2482,Post Malone,Better Now,10,3,36,2019-01-12,"April 27, 2018"
2483,"benny blanco, Halsey, Khalid",Eastside,11,11,25,2019-01-12,"July 12, 2018"
2484,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,12,11,16,2019-01-12,"September 14, 2018"
2485,Post Malone,Wow.,13,13,2,2019-01-12,"December 24, 2018"
2486,5 Seconds Of Summer,Youngblood,14,7,31,2019-01-12,"April 12, 2018"
2487,Sheck Wes,Mo Bamba,15,6,19,2019-01-12,"September 15, 2016"
2488,Ariana Grande,Breathin,16,12,20,2019-01-12,"August 17, 2018"
2489,Cardi B,Money,17,13,11,2019-01-12,"October 23, 2018"
2490,Juice WRLD,Lucid Dreams,18,2,34,2019-01-12,"July 1, 2017"
2491,DJ Snake,Taki Taki,19,11,14,2019-01-12,"September 28, 2018"
2492,Bad Bunny,MIA,20,5,12,2019-01-12,"October 11, 2018"
2493,Meek Mill,Going Bad,21,6,5,2019-01-12,"November 30, 2018"
2494,Flipp Dinero,Leave Me Alone,22,22,16,2019-01-12,"March 14, 2018"
2495,Ella Mai,Trip,23,11,22,2019-01-12,"August 3, 2018"
2496,Dan + Shay,Speechless,24,24,17,2019-01-12,"May 18, 2018"
2497,Imagine Dragons,Natural,25,13,24,2019-01-12,"July 17, 2018"
2498,"Cardi B, Bad Bunny, J Balvin",I Like It,26,1,39,2019-01-12,"April 6, 2018"
2499,"Khalid, Normani",Love Lies,27,9,46,2019-01-12,"February 14, 2018"
2500,Bazzi,Beautiful,28,28,22,2019-01-12,"August 2, 2018"
2501,"Lady Gaga, Bradley Cooper",Shallow,29,5,14,2019-01-12,"September 27, 2018"
2502,Khalid,Better,30,29,16,2019-01-12,"September 14, 2018"
2503,Luke Combs,She Got The Best Of Me,31,31,21,2019-01-12,"July 1, 2014"
2504,Pinkfong,Baby Shark,32,NA,NA,2019-01-12,"June 17, 2016"
2505,"Ellie Goulding, Diplo",Close To Me,33,33,7,2019-01-12,"October 24, 2018"
2506,Lauren Daigle,You Say,34,34,25,2019-01-12,"July 13, 2018"
2507,Lil Wayne,Uproar,35,7,14,2019-01-12,"October 5, 2018"
2508,21 Savage,A Lot,36,36,2,2019-01-12,"December 21, 2018"
2509,Jimmie Allen,Best Shot,37,37,16,2019-01-12,"October 12, 2018"
2510,A Boogie Wit da Hoodie,Swervin,38,38,2,2019-01-12,"December 21, 2018"
2511,Mitchell Tenpenny,Drunk Me,39,39,21,2019-01-12,"March 26, 2018"
2512,Dean Lewis,Be Alright,40,40,10,2019-01-12,"June 28, 2018"
2513,Ava Max,Sweet But Psycho,41,41,3,2019-01-12,"August 17, 2018"
2514,Thomas Rhett,Sixteen,42,42,8,2019-01-12,"September 8, 2017"
2515,"Tory Lanez, Rich The Kid",Talk To Me,43,43,10,2019-01-12,"June 21, 2018"
2516,Pardison Fontaine,Backin' It Up,44,44,12,2019-01-12,"September 20, 2018"
2517,Dierks Bentley,Burning Man,45,45,11,2019-01-12,"May 25, 2018"
2518,Meek Mill,Dangerous,46,31,20,2019-01-12,"July 6, 2018"
2519,Dustin Lynch,Good Girl,47,47,8,2019-01-12,"May 5, 2018"
2520,Luke Combs,Beautiful Crazy,48,48,8,2019-01-12,"May 4, 2018"
2521,Mark Ronson,Nothing Breaks Like A Heart,49,49,5,2019-01-12,"November 29, 2018"
2522,The Chainsmokers,This Feeling,50,50,12,2019-01-12,"September 18, 2018"
2523,Camila Cabello,Consequences,51,51,9,2019-01-12,"January 12, 2018"
2524,Jason Aldean,Girl Like You,52,52,6,2019-01-12,"April 13, 2018"
2525,Kip Moore,Last Shot,53,53,7,2019-01-12,"September 8, 2017"
2526,A Boogie Wit da Hoodie,Look Back At It,54,54,4,2019-01-12,"December 7, 2018"
2527,"XXXTENTACION, Lil Pump",Arms Around You,55,28,10,2019-01-12,"October 23, 2018"
2528,Scotty McCreery,This Is It,57,57,4,2019-01-12,"May 7, 2018"
2529,Kodak Black,Calling My Spirit,58,46,5,2019-01-12,"November 30, 2018"
2530,Jacquees,You,59,59,6,2019-01-12,"March 30, 2018"
2531,French Montana,No Stylist,60,47,15,2019-01-12,"September 20, 2018"
2532,A Boogie Wit da Hoodie,Startender,61,61,2,2019-01-12,"December 14, 2018"
2533,"Silk City, Dua Lipa",Electricity,62,62,7,2019-01-12,"September 7, 2018"
2534,Ariana Grande,Imagine,63,24,3,2019-01-12,"December 14, 2018"
2535,"Anuel AA, Romeo Santos",Ella Quiere Beber,64,64,9,2019-01-12,"November 1, 2018"
2536,21 Savage,Can't Leave Without It,65,58,2,2019-01-12,"December 21, 2018"
2537,Calboy,Envy Me,66,66,3,2019-01-12,"September 13, 2018"
2538,Billie Eilish,When The Party's Over,68,52,11,2019-01-12,"October 17, 2018"
2539,Chris Stapleton,Millionaire,69,69,4,2019-01-12,"October 20, 2017"
2540,XXXTENTACION,BAD!,70,16,8,2019-01-12,"November 9, 2018"
2541,"Shawn Mendes, Zedd",Lost In Japan,71,48,15,2019-01-12,"September 27, 2018"
2542,Lil Baby,Pure Cocaine,72,46,4,2019-01-12,"November 30, 2018"
2543,"Billie Eilish, Khalid",Lovely,73,73,10,2019-01-12,"April 19, 2018"
2544,"Future, Juice WRLD",Fine China,74,26,11,2019-01-12,"October 15, 2018"
2545,Jordan Davis,Take It From Me,75,NA,NA,2019-01-12,"October 19, 2017"
2546,Luke Bryan,What Makes You Country,76,NA,NA,2019-01-12,"October 6, 2017"
2547,Travis Scott,Yosemite,77,25,11,2019-01-12,"August 3, 2018"
2548,21 Savage,Monster,78,73,2,2019-01-12,"December 21, 2018"
2549,Russell Dickerson,Blue Tacoma,79,52,16,2019-01-12,"March 5, 2018"
2550,Jake Owen,Down To The Honkytonk,80,NA,NA,2019-01-12,"August 10, 2018"
2551,Lil Baby,Close Friends,81,28,12,2019-01-12,"October 5, 2018"
2552,Lukas Graham,Love Someone,82,NA,NA,2019-01-12,"September 7, 2018"
2553,Carrie Underwood,Love Wins,83,NA,NA,2019-01-12,"August 31, 2018"
2554,6ix9ine,KIKA,84,44,5,2019-01-12,"November 27, 2018"
2555,Ski Mask The Slump God,Nuketown,85,63,4,2019-01-12,"November 30, 2018"
2556,Zara Larsson,Ruin My Life,86,NA,NA,2019-01-12,"October 18, 2018"
2557,Loud Luxury,Body,87,NA,NA,2019-01-12,"October 27, 2017"
2558,"Tyga, Nicki Minaj",Dip,88,63,7,2019-01-12,"October 29, 2018"
2559,Nicki Minaj,Good Form,89,60,4,2019-01-12,"November 29, 2018"
2560,A Boogie Wit da Hoodie,Demons And Angels,90,90,2,2019-01-12,"December 21, 2018"
2561,Brett Young,Here Tonight,91,NA,NA,2019-01-12,"September 14, 2018"
2562,Midland,Burn Out,92,NA,NA,2019-01-12,"October 28, 2016"
2563,Eminem,Lucky You,94,6,13,2019-01-12,"August 31, 2018"
2564,"benny blanco, Juice WRLD",Roses,95,NA,NA,2019-01-12,"December 5, 2018"
2565,XXXTENTACION,whoa,96,37,3,2019-01-12,"December 7, 2018"
2566,21 Savage,All My Friends,97,67,2,2019-01-12,"December 21, 2018"
2567,Old Dominion,Make It Sweet,98,NA,NA,2019-01-12,"October 8, 2018"
2568,Billie Eilish,Ocean Eyes,99,96,3,2019-01-12,"November 19, 2015"
2569,Billie Eilish,idontwannabeyouanymore,100,NA,NA,2019-01-12,"July 21, 2017"
2570,Ariana Grande,"Thank U, Next",1,1,8,2019-01-05,"November 3, 2018"
2571,Halsey,Without Me,2,2,12,2019-01-05,"October 4, 2018"
2572,Mariah Carey,All I Want For Christmas Is You,3,3,30,2019-01-05,
2573,Travis Scott,Sicko Mode,4,1,21,2019-01-05,"August 3, 2018"
2574,"Post Malone, Swae Lee",Sunflower,5,4,10,2019-01-05,"October 18, 2018"
2575,Panic! At The Disco,High Hopes,6,5,21,2019-01-05,"May 23, 2018"
2576,"Marshmello, Bastille",Happier,7,3,19,2019-01-05,"August 17, 2018"
2577,Bobby Helms,Jingle Bell Rock,8,8,25,2019-01-05,
2578,Brenda Lee,Rockin' Around The Christmas Tree,9,9,27,2019-01-05,
2579,Burl Ives,A Holly Jolly Christmas,10,10,10,2019-01-05,
2580,Nat King Cole,The Christmas Song,11,11,17,2019-01-05,
2581,"Lil Baby, Gunna",Drip Too Hard,12,4,15,2019-01-05,"September 9, 2018"
2582,Andy Williams,It's The Most Wonderful Time Of The Year,13,10,10,2019-01-05,
2583,Maroon 5,Girls Like You,14,1,31,2019-01-05,"May 30, 2018"
2584,Kodak Black,ZEZE,15,2,11,2019-01-05,"October 12, 2018"
2585,Nosed Reindeer,Rudolph The Red,16,16,4,2019-01-05,
2586,Sheck Wes,Mo Bamba,17,6,18,2019-01-05,"September 15, 2016"
2587,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,18,11,15,2019-01-05,"September 14, 2018"
2588,Cardi B,Money,19,13,10,2019-01-05,"October 23, 2018"
2589,"benny blanco, Halsey, Khalid",Eastside,21,16,24,2019-01-05,"July 12, 2018"
2590,Ariana Grande,Breathin,22,12,19,2019-01-05,"August 17, 2018"
2591,Post Malone,Better Now,23,3,35,2019-01-05,"April 27, 2018"
2592,5 Seconds Of Summer,Youngblood,24,7,30,2019-01-05,"April 12, 2018"
2593,Wham!,Last Christmas,25,25,9,2019-01-05,
2594,The Ronettes,Sleigh Ride,26,26,3,2019-01-05,
2595,Juice WRLD,Lucid Dreams,27,2,33,2019-01-05,"July 1, 2017"
2596,Gene Autry,Here Comes Santa Claus,28,28,3,2019-01-05,
2597,Jose Feliciano,Feliz Navidad,29,29,5,2019-01-05,
2598,DJ Snake,Taki Taki,30,11,13,2019-01-05,"September 28, 2018"
2599,Bad Bunny,MIA,31,5,11,2019-01-05,"October 11, 2018"
2600,Perry Como,Home For The Holidays,32,32,2,2019-01-05,
2601,Flipp Dinero,Leave Me Alone,33,27,15,2019-01-05,"March 14, 2018"
2602,Bing Crosby,White Christmas,34,12,15,2019-01-05,
2603,Meek Mill,Going Bad,36,6,4,2019-01-05,"November 30, 2018"
2604,21 Savage,A Lot,37,NA,NA,2019-01-05,"December 21, 2018"
2605,Ella Mai,Trip,38,11,21,2019-01-05,"August 3, 2018"
2606,"Cardi B, Bad Bunny, J Balvin",I Like It,39,1,38,2019-01-05,"April 6, 2018"
2607,Elvis Presley,Blue Christmas,40,NA,NA,2019-01-05,
2608,Dan + Shay,Speechless,41,33,16,2019-01-05,"May 18, 2018"
2609,Darlene Love,Christmas,43,43,2,2019-01-05,
2610,Kelly Clarkson,Underneath The Tree,44,44,4,2019-01-05,"November 5, 2013"
2611,Chuck Berry,Run Rudolph Run,45,45,4,2019-01-05,
2612,Imagine Dragons,Natural,46,13,23,2019-01-05,"July 17, 2018"
2613,Post Malone,Wow.,47,NA,NA,2019-01-05,"December 24, 2018"
2614,"Khalid, Normani",Love Lies,48,9,45,2019-01-05,"February 14, 2018"
2615,Frank Sinatra,Jingle Bells,49,NA,NA,2019-01-05,
2616,Bazzi,Beautiful,50,30,21,2019-01-05,"August 2, 2018"
2617,Khalid,Better,51,29,15,2019-01-05,"September 14, 2018"
2618,"Lady Gaga, Bradley Cooper",Shallow,52,5,13,2019-01-05,"September 27, 2018"
2619,Katy Perry,Cozy Little Christmas,53,53,2,2019-01-05,"November 15, 2018"
2620,Luke Combs,She Got The Best Of Me,54,34,20,2019-01-05,"July 1, 2014"
2621,Lauren Daigle,The Christmas Song,55,55,2,2019-01-05,"November 23, 2018"
2622,Lil Wayne,Uproar,56,7,13,2019-01-05,"October 5, 2018"
2623,A Boogie Wit da Hoodie,Swervin,57,NA,NA,2019-01-05,"December 21, 2018"
2624,21 Savage,Can't Leave Without It,58,NA,NA,2019-01-05,"December 21, 2018"
2625,Lauren Daigle,You Say,59,44,24,2019-01-05,"July 13, 2018"
2626,"Ellie Goulding, Diplo",Close To Me,60,57,6,2019-01-05,"October 24, 2018"
2627,Jimmie Allen,Best Shot,61,46,15,2019-01-05,"October 12, 2018"
2628,Meek Mill,Dangerous,62,31,19,2019-01-05,"July 6, 2018"
2629,Dean Lewis,Be Alright,63,63,9,2019-01-05,"June 28, 2018"
2630,Mitchell Tenpenny,Drunk Me,64,53,20,2019-01-05,"March 26, 2018"
2631,A Boogie Wit da Hoodie,Startender,65,NA,NA,2019-01-05,"December 14, 2018"
2632,A Boogie Wit da Hoodie,Look Back At It,66,66,3,2019-01-05,"December 7, 2018"
2633,21 Savage,All My Friends,67,NA,NA,2019-01-05,"December 21, 2018"
2634,XXXTENTACION,BAD!,68,16,7,2019-01-05,"November 9, 2018"
2635,Pardison Fontaine,Backin' It Up,69,64,11,2019-01-05,"September 20, 2018"
2636,21 Savage,Break Da Law,70,NA,NA,2019-01-05,"December 21, 2018"
2637,Ariana Grande,Imagine,71,24,2,2019-01-05,"December 14, 2018"
2638,"Tory Lanez, Rich The Kid",Talk To Me,72,61,9,2019-01-05,"June 21, 2018"
2639,21 Savage,Monster,73,NA,NA,2019-01-05,"December 21, 2018"
2640,Kodak Black,Calling My Spirit,74,46,4,2019-01-05,"November 30, 2018"
2641,Camila Cabello,Consequences,75,69,8,2019-01-05,"January 12, 2018"
2642,"XXXTENTACION, Lil Pump",Arms Around You,77,28,9,2019-01-05,"October 23, 2018"
2643,Mark Ronson,Nothing Breaks Like A Heart,78,56,4,2019-01-05,"November 29, 2018"
2644,Thomas Rhett,Sixteen,79,67,7,2019-01-05,"September 8, 2017"
2645,Dierks Bentley,Burning Man,80,65,10,2019-01-05,"May 25, 2018"
2646,Luke Combs,Beautiful Crazy,81,58,7,2019-01-05,"May 4, 2018"
2647,Billie Eilish,When The Party's Over,82,52,10,2019-01-05,"October 17, 2018"
2648,Ava Max,Sweet But Psycho,83,83,2,2019-01-05,"August 17, 2018"
2649,The Chainsmokers,This Feeling,84,66,11,2019-01-05,"September 18, 2018"
2650,Jacquees,You,85,75,5,2019-01-05,"March 30, 2018"
2651,21 Savage,1.5,86,NA,NA,2019-01-05,"December 21, 2018"
2652,Jason Aldean,Girl Like You,87,71,5,2019-01-05,"April 13, 2018"
2653,21 Savage,Out For The Night,88,NA,NA,2019-01-05,"December 21, 2018"
2654,Dustin Lynch,Good Girl,89,72,7,2019-01-05,"May 5, 2018"
2655,French Montana,No Stylist,90,47,14,2019-01-05,"September 20, 2018"
2656,"Billie Eilish, Khalid",Lovely,91,78,9,2019-01-05,"April 19, 2018"
2657,"Anuel AA, Romeo Santos",Ella Quiere Beber,92,79,8,2019-01-05,"November 1, 2018"
