ID,Artists,Name,Weekly.Rank,Peak.Position,Chart.Weeks,BB.Week,Release.Date
10593,Childish Gambino,Redbone,22,22,25,2017-06-10,"November 17, 2016"
10594,French Montana,Unforgettable,23,23,7,2017-06-10,"April 7, 2017"
10595,Drake,Passionfruit,24,8,10,2017-06-10,"March 18, 2017"
10596,Shawn Mendes,There's Nothing Holdin' Me Back,25,25,5,2017-06-10,"April 20, 2017"
10597,Halsey,Now Or Never,26,26,7,2017-06-10,"April 4, 2017"
10598,Selena Gomez,Bad Liar,27,27,2,2017-06-10,"May 18, 2017"
10599,Migos,Bad And Boujee,28,1,28,2017-06-10,"August 27, 2016"
10600,Calvin Harris,Slide,29,25,13,2017-06-10,"February 23, 2017"
10601,Ed Sheeran,Castle On The Hill,30,6,20,2017-06-10,"January 6, 2017"
10602,"Ayo, Teo",Rolex,31,30,15,2017-06-10,"January 13, 2017"
10603,The Chainsmokers,Closer,32,1,43,2017-06-10,"July 29, 2016"
10604,Jason Derulo,Swalla,33,33,10,2017-06-10,"February 24, 2017"
10605,Kodak Black,Tunnel Vision,34,6,14,2017-06-10,"February 16, 2017"
10606,Charlie Puth,Attention,35,35,5,2017-06-10,"April 21, 2017"
10607,Travis Scott,Goosebumps,36,32,28,2017-06-10,"September 2, 2016"
10608,Shirt,T,37,19,19,2017-06-10,"January 6, 2017"
10609,Bruno Mars,24K Magic,38,4,33,2017-06-10,"October 7, 2016"
10610,Rae Sremmurd,Swang,39,26,23,2017-06-10,"August 12, 2016"
10611,Luke Combs,Hurricane,40,31,15,2017-06-10,"June 16, 2015"
10612,Clean Bandit,Rockabye,41,9,25,2017-06-10,"October 21, 2016"
10613,Liam Payne,Strip That Down,42,NA,NA,2017-06-10,"May 19, 2017"
10614,Maroon 5,Cold,44,16,15,2017-06-10,"February 14, 2017"
10615,Alessia Cara,Scars To Your Beautiful,45,8,39,2017-06-10,"November 13, 2015"
10616,Katy Perry,Swish Swish,46,NA,NA,2017-06-10,"May 19, 2017"
10617,Camila Cabello,Crying In The Club,47,NA,NA,2017-06-10,"May 19, 2017"
10618,A Boogie Wit da Hoodie,Drowning,48,47,8,2017-06-10,"March 10, 2017"
10619,XXXTENTACION,Look At Me!,49,34,16,2017-06-10,"December 30, 2015"
10620,Linkin Park,Heavy,50,50,14,2017-06-10,"February 16, 2017"
10621,Migos,Slippery,51,48,9,2017-06-10,"January 27, 2017"
10622,Niall Horan,Slow Hands,52,52,4,2017-06-10,"May 4, 2017"
10623,The Chainsmokers,Paris,53,6,19,2017-06-10,"January 13, 2017"
10624,Kendrick Lamar,Love.,54,18,6,2017-06-10,"April 14, 2017"
10625,Darius Rucker,If I Told You,55,55,6,2017-06-10,"June 27, 2016"
10626,Dierks Bentley,Black,56,56,16,2017-06-10,"May 14, 2016"
10627,Lady Gaga,The Cure,57,39,6,2017-06-10,"April 16, 2017"
10628,Playboi Carti,Magnolia,58,55,4,2017-06-10,"April 14, 2017"
10629,YFN Lucci,Everyday We Lit,59,59,7,2017-06-10,"December 15, 2016"
10630,Florida Georgia Line,"God, Your Mama, And Me",60,60,9,2017-06-10,"August 19, 2016"
10631,Drake,Portland,61,9,10,2017-06-10,"March 18, 2017"
10632,Keith Urban,The Fighter,62,38,16,2017-06-10,"May 6, 2016"
10633,Logic,1-800-273-8255,63,47,4,2017-06-10,"April 28, 2017"
10634,Tee Grizzley,First Day Out,64,64,8,2017-06-10,"November 7, 2016"
10635,Thomas Rhett,Craving You,65,53,8,2017-06-10,"March 30, 2017"
10636,Chris Blue,Money On You,66,NA,NA,2017-06-10,"May 24, 2017"
10637,Katy Perry,Bon Appetit,67,59,3,2017-06-10,"April 28, 2017"
10638,Dan + Shay,How Not To,68,68,8,2017-06-10,"June 3, 2016"
10639,Russ,Losin Control,69,62,13,2017-06-10,"November 9, 2015"
10640,Kendrick Lamar,Loyalty.,70,14,6,2017-06-10,"April 14, 2017"
10641,Lady Antebellum,You Look Good,71,60,7,2017-06-10,"January 19, 2017"
10642,Chris Brown,Privacy,72,72,4,2017-06-10,"March 24, 2017"
10643,Dylan Scott,My Girl,73,73,5,2017-06-10,"June 11, 2016"
10644,Cheat Codes,No Promises,74,74,2,2017-06-10,"March 31, 2017"
10645,Blake Shelton,Every Time I Hear That Song,75,75,3,2017-06-10,"May 20, 2016"
10646,Rascal Flatts,Yours If You Want It,76,NA,NA,2017-06-10,"January 6, 2017"
10647,Hailee Steinfeld,Most Girls,77,NA,NA,2017-06-10,"April 28, 2017"
10648,Midland,Drinkin' Problem,78,78,3,2017-06-10,"October 27, 2016"
10649,"Martin Garrix, Dua Lipa",Scared To Be Lonely,80,76,12,2017-06-10,"January 27, 2017"
10650,Cole Swindell,Flatliner,81,81,5,2017-06-10,"May 6, 2016"
10651,Imagine Dragons,Thunder,82,70,4,2017-06-10,"April 27, 2017"
10652,Kendrick Lamar,Element.,83,16,6,2017-06-10,"April 14, 2017"
10653,Drake,Gyalchester,84,29,8,2017-06-10,"March 18, 2017"
10654,Josh Turner,Hometown Girl,85,56,13,2017-06-10,"May 13, 2016"
10655,Katy Perry,Chained To The Rhythm,86,4,15,2017-06-10,"February 10, 2017"
10656,Machine Gun Kelly,At My Best,87,60,8,2017-06-10,"March 17, 2017"
10657,"2 Chainz, Gucci Mane, Quavo",Good Drank,88,82,11,2017-06-10,"October 18, 2016"
10658,Rag'n'Bone Man,Human,89,74,5,2017-06-10,"July 21, 2016"
10659,Maluma,Felices Los 4,90,90,2,2017-06-10,"April 21, 2017"
10660,Calvin Harris,Rollin,91,62,2,2017-06-10,"May 12, 2017"
10661,blackbear,Do Re Mi,93,87,5,2017-06-10,"March 17, 2017"
10662,Lee Brice,Boy,94,NA,NA,2017-06-10,"June 19, 2017"
10663,Nicky Jam,El Amante,95,93,9,2017-06-10,"January 15, 2017"
10664,AJR,Weak,96,94,3,2017-06-10,"September 16, 2016"
10665,Chris Stapleton,Either Way,97,89,2,2017-06-10,"May 5, 2017"
10666,Zac Brown Band,My Old Man,98,68,3,2017-06-10,"February 3, 2017"
10667,Jason Aldean,Any Ol' Barstool,100,52,18,2017-06-10,"September 9, 2016"
10668,"Luis Fonsi, Daddy Yankee",Despacito,1,1,8,2017-06-03,"April 17, 2017"
10669,Bruno Mars,That's What I Like,2,1,18,2017-06-03,"January 30, 2016"
10670,DJ Khaled,I'm The One,3,1,3,2017-06-03,"April 28, 2017"
10671,Ed Sheeran,Shape Of You,4,1,19,2017-06-03,"January 6, 2017"
10672,Kendrick Lamar,Humble.,5,1,7,2017-06-03,"March 30, 2017"
10673,"The Chainsmokers, Coldplay",Something Just Like This,6,3,13,2017-06-03,"February 22, 2017"
10674,Future,Mask Off,7,5,13,2017-06-03,"February 17, 2017"
10675,Lil Uzi Vert,XO TOUR Llif3,8,8,8,2017-06-03,"February 26, 2017"
10676,"Zedd, Alessia Cara",Stay,9,7,12,2017-06-03,"February 23, 2017"
10677,Miley Cyrus,Malibu,10,10,2,2017-06-03,"May 11, 2017"
10678,James Arthur,Say You Won't Let Go,11,11,30,2017-06-03,"September 9, 2016"
10679,"Kygo, Selena Gomez",It Ain't Me,12,10,14,2017-06-03,"February 16, 2017"
10680,Post Malone,Congratulations,13,12,21,2017-06-03,"November 4, 2016"
10681,Julia Michaels,Issues,14,12,17,2017-06-03,"January 13, 2017"
10682,KYLE,iSpy,15,4,21,2017-06-03,"December 2, 2016"
10683,Sam Hunt,Body Like A Back Road,16,6,16,2017-06-03,"February 1, 2017"
10684,Harry Styles,Sign Of The Times,17,4,6,2017-06-03,"April 7, 2017"
10685,Kendrick Lamar,DNA.,18,4,5,2017-06-03,"April 14, 2017"
10686,Khalid,Location,19,16,19,2017-06-03,"April 30, 2016"
10687,Imagine Dragons,Believer,20,20,15,2017-06-03,"February 1, 2017"
10688,Drake,Passionfruit,21,8,9,2017-06-03,"March 18, 2017"
10689,Migos,Bad And Boujee,22,1,27,2017-06-03,"August 27, 2016"
10690,Brett Young,In Case You Didn't Know,23,23,15,2017-06-03,"February 12, 2016"
10691,French Montana,Unforgettable,24,24,6,2017-06-03,"April 7, 2017"
10692,Calvin Harris,Slide,25,25,12,2017-06-03,"February 23, 2017"
10693,Kodak Black,Tunnel Vision,26,6,13,2017-06-03,"February 16, 2017"
10694,The Chainsmokers,Closer,27,1,42,2017-06-03,"July 29, 2016"
10695,Clean Bandit,Rockabye,28,9,24,2017-06-03,"October 21, 2016"
10696,Childish Gambino,Redbone,29,29,24,2017-06-03,"November 17, 2016"
10697,"Ayo, Teo",Rolex,30,30,14,2017-06-03,"January 13, 2017"
10698,Shirt,T,31,19,18,2017-06-03,"January 6, 2017"
10699,Shawn Mendes,There's Nothing Holdin' Me Back,32,32,4,2017-06-03,"April 20, 2017"
10700,Maroon 5,Cold,33,16,14,2017-06-03,"February 14, 2017"
10701,Luke Combs,Hurricane,34,31,14,2017-06-03,"June 16, 2015"
10702,Rae Sremmurd,Swang,35,26,22,2017-06-03,"August 12, 2016"
10703,Jason Derulo,Swalla,36,36,9,2017-06-03,"February 24, 2017"
10704,Travis Scott,Goosebumps,37,32,27,2017-06-03,"September 2, 2016"
10705,Halsey,Now Or Never,38,32,6,2017-06-03,"April 4, 2017"
10706,Ed Sheeran,Castle On The Hill,39,6,19,2017-06-03,"January 6, 2017"
10707,Bruno Mars,24K Magic,40,4,32,2017-06-03,"October 7, 2016"
10708,Alessia Cara,Scars To Your Beautiful,41,8,38,2017-06-03,"November 13, 2015"
10709,The Chainsmokers,Paris,42,6,18,2017-06-03,"January 13, 2017"
10710,Rihanna,Love On The Brain,43,5,31,2017-06-03,"January 28, 2016"
10711,Gucci Mane,Both,44,41,22,2017-06-03,"December 15, 2016"
10712,Charlie Puth,Attention,45,45,4,2017-06-03,"April 21, 2017"
10713,The Weeknd,I Feel It Coming,46,4,26,2017-06-03,"November 18, 2016"
10714,A Boogie Wit da Hoodie,Drowning,47,47,7,2017-06-03,"March 10, 2017"
10715,"Zayn, Taylor Swift",I Don't Wanna Live Forever,48,2,23,2017-06-03,"December 9, 2016"
10716,XXXTENTACION,Look At Me!,49,34,15,2017-06-03,"December 30, 2015"
10717,Big Sean,Bounce Back,50,6,28,2017-06-03,"October 31, 2016"
10718,Kendrick Lamar,Love.,51,18,5,2017-06-03,"April 14, 2017"
10719,Migos,Slippery,52,48,8,2017-06-03,"January 27, 2017"
10720,Lady Gaga,The Cure,53,39,5,2017-06-03,"April 16, 2017"
10721,Linkin Park,Heavy,54,51,13,2017-06-03,"February 16, 2017"
10722,Playboi Carti,Magnolia,55,55,3,2017-06-03,"April 14, 2017"
10723,Darius Rucker,If I Told You,56,56,5,2017-06-03,"June 27, 2016"
10724,Dierks Bentley,Black,57,57,15,2017-06-03,"May 14, 2016"
10725,Drake,Portland,58,9,9,2017-06-03,"March 18, 2017"
10726,Katy Perry,Bon Appetit,59,59,2,2017-06-03,"April 28, 2017"
10727,Niall Horan,Slow Hands,60,52,3,2017-06-03,"May 4, 2017"
10728,Keith Urban,The Fighter,61,38,15,2017-06-03,"May 6, 2016"
10729,Calvin Harris,Rollin,62,NA,NA,2017-06-03,"May 12, 2017"
10730,YFN Lucci,Everyday We Lit,63,63,6,2017-06-03,"December 15, 2016"
10731,Logic,1-800-273-8255,64,47,3,2017-06-03,"April 28, 2017"
10732,Florida Georgia Line,"God, Your Mama, And Me",65,65,8,2017-06-03,"August 19, 2016"
10733,Kendrick Lamar,Loyalty.,66,14,5,2017-06-03,"April 14, 2017"
10734,Tee Grizzley,First Day Out,67,67,7,2017-06-03,"November 7, 2016"
10735,Russ,Losin Control,68,62,12,2017-06-03,"November 9, 2015"
10736,Brantley Gilbert,The Weekend,69,64,20,2017-06-03,"July 22, 2016"
10737,Kendrick Lamar,Element.,70,16,5,2017-06-03,"April 14, 2017"
10738,Thomas Rhett,Craving You,71,53,7,2017-06-03,"March 30, 2017"
10739,Machine Gun Kelly,At My Best,72,60,7,2017-06-03,"March 17, 2017"
10740,Chris Brown,Privacy,73,73,3,2017-06-03,"March 24, 2017"
10741,Dan + Shay,How Not To,74,74,7,2017-06-03,"June 3, 2016"
10742,Rag'n'Bone Man,Human,75,74,4,2017-06-03,"July 21, 2016"
10743,"Martin Garrix, Dua Lipa",Scared To Be Lonely,77,76,11,2017-06-03,"January 27, 2017"
10744,Josh Turner,Hometown Girl,78,56,12,2017-06-03,"May 13, 2016"
10745,Dylan Scott,My Girl,79,79,4,2017-06-03,"June 11, 2016"
10746,Selena Gomez,Bad Liar,80,NA,NA,2017-06-03,"May 18, 2017"
10747,Blake Shelton,Every Time I Hear That Song,81,79,2,2017-06-03,"May 20, 2016"
10748,6LACK,Prblms,82,72,8,2017-06-03,"April 14, 2016"
10749,Lady Antebellum,You Look Good,83,60,6,2017-06-03,"January 19, 2017"
10750,Kelsea Ballerini,Yeah Boy,84,65,13,2017-06-03,"October 10, 2016"
10751,Midland,Drinkin' Problem,85,85,2,2017-06-03,"October 27, 2016"
10752,Cole Swindell,Flatliner,86,86,4,2017-06-03,"May 6, 2016"
10753,Zac Brown Band,My Old Man,87,68,2,2017-06-03,"February 3, 2017"
10754,Katy Perry,Chained To The Rhythm,88,4,14,2017-06-03,"February 10, 2017"
10755,"2 Chainz, Gucci Mane, Quavo",Good Drank,89,82,10,2017-06-03,"October 18, 2016"
10756,G Easy,Good Life,90,59,5,2017-06-03,"March 16, 2017"
10757,Jason Aldean,Any Ol' Barstool,91,52,17,2017-06-03,"September 9, 2016"
10758,Imagine Dragons,Whatever It Takes,92,NA,NA,2017-06-03,"May 8, 2017"
10759,Maluma,Felices Los 4,93,NA,NA,2017-06-03,"April 21, 2017"
10760,Imagine Dragons,Thunder,94,70,3,2017-06-03,"April 27, 2017"
10761,Cheat Codes,No Promises,95,NA,NA,2017-06-03,"March 31, 2017"
10762,"Flo Rida, 99 Percent",Cake,96,73,6,2017-06-03,"December 16, 2016"
10763,Nicky Jam,El Amante,97,93,8,2017-06-03,"January 15, 2017"
10764,blackbear,Do Re Mi,99,87,4,2017-06-03,"March 17, 2017"
10765,Shakira,Me Enamore,100,NA,NA,2017-06-03,"April 7, 2017"
10766,"Luis Fonsi, Daddy Yankee",Despacito,1,1,7,2017-05-27,"April 17, 2017"
10767,Bruno Mars,That's What I Like,2,1,17,2017-05-27,"January 30, 2016"
10768,DJ Khaled,I'm The One,3,1,2,2017-05-27,"April 28, 2017"
10769,Ed Sheeran,Shape Of You,4,1,18,2017-05-27,"January 6, 2017"
10770,Kendrick Lamar,Humble.,5,1,6,2017-05-27,"March 30, 2017"
10771,Future,Mask Off,6,5,12,2017-05-27,"February 17, 2017"
10772,"The Chainsmokers, Coldplay",Something Just Like This,7,3,12,2017-05-27,"February 22, 2017"
10773,Lil Uzi Vert,XO TOUR Llif3,8,8,7,2017-05-27,"February 26, 2017"
10774,"Zedd, Alessia Cara",Stay,9,7,11,2017-05-27,"February 23, 2017"
10775,KYLE,iSpy,10,4,20,2017-05-27,"December 2, 2016"
10776,"Kygo, Selena Gomez",It Ain't Me,11,10,13,2017-05-27,"February 16, 2017"
10777,Post Malone,Congratulations,12,12,20,2017-05-27,"November 4, 2016"
10778,James Arthur,Say You Won't Let Go,13,13,29,2017-05-27,"September 9, 2016"
10779,Julia Michaels,Issues,14,12,16,2017-05-27,"January 13, 2017"
10780,Sam Hunt,Body Like A Back Road,15,6,15,2017-05-27,"February 1, 2017"
10781,Kendrick Lamar,DNA.,16,4,4,2017-05-27,"April 14, 2017"
10782,Khalid,Location,17,16,18,2017-05-27,"April 30, 2016"
10783,Harry Styles,Sign Of The Times,18,4,5,2017-05-27,"April 7, 2017"
10784,Drake,Passionfruit,19,8,8,2017-05-27,"March 18, 2017"
10785,Imagine Dragons,Believer,20,20,14,2017-05-27,"February 1, 2017"
10786,Migos,Bad And Boujee,21,1,26,2017-05-27,"August 27, 2016"
10787,Clean Bandit,Rockabye,22,9,23,2017-05-27,"October 21, 2016"
10788,Kodak Black,Tunnel Vision,23,6,12,2017-05-27,"February 16, 2017"
10789,Brett Young,In Case You Didn't Know,24,24,14,2017-05-27,"February 12, 2016"
10790,The Chainsmokers,Closer,25,1,41,2017-05-27,"July 29, 2016"
10791,Shirt,T,26,19,17,2017-05-27,"January 6, 2017"
10792,Rae Sremmurd,Swang,27,26,21,2017-05-27,"August 12, 2016"
10793,Calvin Harris,Slide,28,28,11,2017-05-27,"February 23, 2017"
10794,French Montana,Unforgettable,29,29,5,2017-05-27,"April 7, 2017"
10795,"Ayo, Teo",Rolex,30,30,13,2017-05-27,"January 13, 2017"
10796,Luke Combs,Hurricane,31,31,13,2017-05-27,"June 16, 2015"
10797,Halsey,Now Or Never,32,32,5,2017-05-27,"April 4, 2017"
10798,Travis Scott,Goosebumps,33,32,26,2017-05-27,"September 2, 2016"
10799,Maroon 5,Cold,34,16,13,2017-05-27,"February 14, 2017"
10800,Bruno Mars,24K Magic,35,4,31,2017-05-27,"October 7, 2016"
10801,Childish Gambino,Redbone,36,36,23,2017-05-27,"November 17, 2016"
10802,The Chainsmokers,Paris,37,6,17,2017-05-27,"January 13, 2017"
10803,Ed Sheeran,Castle On The Hill,38,6,18,2017-05-27,"January 6, 2017"
10804,Rihanna,Love On The Brain,39,5,30,2017-05-27,"January 28, 2016"
10805,Shawn Mendes,There's Nothing Holdin' Me Back,40,40,3,2017-05-27,"April 20, 2017"
10806,Jason Derulo,Swalla,41,41,8,2017-05-27,"February 24, 2017"
10807,Alessia Cara,Scars To Your Beautiful,42,8,37,2017-05-27,"November 13, 2015"
10808,Gucci Mane,Both,43,41,21,2017-05-27,"December 15, 2016"
10809,The Weeknd,I Feel It Coming,44,4,25,2017-05-27,"November 18, 2016"
10810,Big Sean,Bounce Back,45,6,27,2017-05-27,"October 31, 2016"
10811,"Zayn, Taylor Swift",I Don't Wanna Live Forever,46,2,22,2017-05-27,"December 9, 2016"
10812,Logic,1-800-273-8255,47,47,2,2017-05-27,"April 28, 2017"
10813,Kendrick Lamar,Love.,48,18,4,2017-05-27,"April 14, 2017"
10814,Lady Gaga,The Cure,49,39,4,2017-05-27,"April 16, 2017"
10815,A Boogie Wit da Hoodie,Drowning,50,50,6,2017-05-27,"March 10, 2017"
10816,Linkin Park,Heavy,51,51,12,2017-05-27,"February 16, 2017"
10817,Niall Horan,Slow Hands,52,52,2,2017-05-27,"May 4, 2017"
10818,Charlie Puth,Attention,53,53,3,2017-05-27,"April 21, 2017"
10819,XXXTENTACION,Look At Me!,54,34,14,2017-05-27,"December 30, 2015"
10820,Drake,Portland,55,9,8,2017-05-27,"March 18, 2017"
10821,Migos,Slippery,56,48,7,2017-05-27,"January 27, 2017"
10822,Kendrick Lamar,Loyalty.,57,14,4,2017-05-27,"April 14, 2017"
10823,Dierks Bentley,Black,58,57,14,2017-05-27,"May 14, 2016"
10824,Keith Urban,The Fighter,59,38,14,2017-05-27,"May 6, 2016"
10825,Darius Rucker,If I Told You,60,60,4,2017-05-27,"June 27, 2016"
10826,Kendrick Lamar,Element.,61,16,4,2017-05-27,"April 14, 2017"
10827,Russ,Losin Control,62,62,11,2017-05-27,"November 9, 2015"
10828,Playboi Carti,Magnolia,63,63,2,2017-05-27,"April 14, 2017"
10829,Miley Cyrus,Malibu,64,NA,NA,2017-05-27,"May 11, 2017"
10830,Florida Georgia Line,"God, Your Mama, And Me",65,65,7,2017-05-27,"August 19, 2016"
10831,Kelsea Ballerini,Yeah Boy,66,65,12,2017-05-27,"October 10, 2016"
10832,Tee Grizzley,First Day Out,67,67,6,2017-05-27,"November 7, 2016"
10833,Brantley Gilbert,The Weekend,68,64,19,2017-05-27,"July 22, 2016"
10834,YFN Lucci,Everyday We Lit,69,69,5,2017-05-27,"December 15, 2016"
10835,Thomas Rhett,Craving You,70,53,6,2017-05-27,"March 30, 2017"
10836,Logic,Everybody,71,59,2,2017-05-27,"March 30, 2017"
10837,Josh Turner,Hometown Girl,72,56,11,2017-05-27,"May 13, 2016"
10838,G Easy,Good Life,73,59,4,2017-05-27,"March 16, 2017"
10839,Rag'n'Bone Man,Human,74,74,3,2017-05-27,"July 21, 2016"
10840,Dan + Shay,How Not To,75,75,6,2017-05-27,"June 3, 2016"
10841,"Martin Garrix, Dua Lipa",Scared To Be Lonely,76,76,10,2017-05-27,"January 27, 2017"
10842,Chris Brown,Privacy,77,77,2,2017-05-27,"March 24, 2017"
10843,Machine Gun Kelly,At My Best,78,60,6,2017-05-27,"March 17, 2017"
10844,Blake Shelton,Every Time I Hear That Song,79,NA,NA,2017-05-27,"May 20, 2016"
10845,6LACK,Prblms,81,72,7,2017-05-27,"April 14, 2016"
10846,Jason Aldean,Any Ol' Barstool,82,52,16,2017-05-27,"September 9, 2016"
10847,Dylan Scott,My Girl,83,83,3,2017-05-27,"June 11, 2016"
10848,"Flo Rida, 99 Percent",Cake,84,73,5,2017-05-27,"December 16, 2016"
10849,DJ Khaled,Shining,85,57,13,2017-05-27,"February 12, 2017"
10850,"2 Chainz, Gucci Mane, Quavo",Good Drank,86,82,9,2017-05-27,"October 18, 2016"
10851,Katy Perry,Chained To The Rhythm,87,4,13,2017-05-27,"February 10, 2017"
10852,Cole Swindell,Flatliner,88,88,3,2017-05-27,"May 6, 2016"
10853,Chris Stapleton,Either Way,89,NA,NA,2017-05-27,"May 5, 2017"
10854,Lady Antebellum,You Look Good,90,60,5,2017-05-27,"January 19, 2017"
10855,Imagine Dragons,Thunder,92,70,2,2017-05-27,"April 27, 2017"
10856,Nicky Jam,El Amante,93,93,7,2017-05-27,"January 15, 2017"
10857,Ed Sheeran,Galway Girl,94,53,5,2017-05-27,"March 3, 2017"
10858,Big Sean,Moves,95,38,19,2017-05-27,"December 23, 2016"
10859,blackbear,Do Re Mi,96,87,3,2017-05-27,"March 17, 2017"
10860,Midland,Drinkin' Problem,97,NA,NA,2017-05-27,"October 27, 2016"
10861,Drake,Gyalchester,98,29,7,2017-05-27,"March 18, 2017"
10862,Lil Yachty,Peek A Boo,99,78,2,2017-05-27,"April 14, 2017"
10863,Marian Hill,Down,100,21,17,2017-05-27,"March 4, 2016"
10864,DJ Khaled,I'm The One,1,1,1,2017-05-20,"April 28, 2017"
10865,Bruno Mars,That's What I Like,2,1,16,2017-05-20,"January 30, 2016"
10866,"Luis Fonsi, Daddy Yankee",Despacito,3,3,16,2017-05-20,"April 17, 2017"
10867,Kendrick Lamar,Humble.,4,1,5,2017-05-20,"March 30, 2017"
10868,Ed Sheeran,Shape Of You,5,1,17,2017-05-20,"January 6, 2017"
10869,"The Chainsmokers, Coldplay",Something Just Like This,6,3,11,2017-05-20,"February 22, 2017"
10870,Future,Mask Off,7,5,11,2017-05-20,"February 17, 2017"
10871,KYLE,iSpy,8,4,19,2017-05-20,"December 2, 2016"
10872,Lil Uzi Vert,XO TOUR Llif3,9,8,6,2017-05-20,"February 26, 2017"
10873,"Kygo, Selena Gomez",It Ain't Me,10,10,12,2017-05-20,"February 16, 2017"
10874,"Zedd, Alessia Cara",Stay,11,7,10,2017-05-20,"February 23, 2017"
10875,Kendrick Lamar,DNA.,12,4,3,2017-05-20,"April 14, 2017"
10876,James Arthur,Say You Won't Let Go,13,13,28,2017-05-20,"September 9, 2016"
10877,Julia Michaels,Issues,14,12,15,2017-05-20,"January 13, 2017"
10878,Sam Hunt,Body Like A Back Road,15,6,14,2017-05-20,"February 1, 2017"
10879,Post Malone,Congratulations,16,15,19,2017-05-20,"November 4, 2016"
10880,Khalid,Location,17,16,17,2017-05-20,"April 30, 2016"
10881,Drake,Passionfruit,18,8,7,2017-05-20,"March 18, 2017"
10882,Clean Bandit,Rockabye,19,9,22,2017-05-20,"October 21, 2016"
10883,Imagine Dragons,Believer,20,20,13,2017-05-20,"February 1, 2017"
10884,Kodak Black,Tunnel Vision,21,6,11,2017-05-20,"February 16, 2017"
10885,Migos,Bad And Boujee,22,1,25,2017-05-20,"August 27, 2016"
10886,The Chainsmokers,Closer,23,1,40,2017-05-20,"July 29, 2016"
10887,The Chainsmokers,Paris,24,6,16,2017-05-20,"January 13, 2017"
10888,Shirt,T,25,19,16,2017-05-20,"January 6, 2017"
10889,The Weeknd,I Feel It Coming,26,4,24,2017-05-20,"November 18, 2016"
10890,Rae Sremmurd,Swang,27,26,20,2017-05-20,"August 12, 2016"
10891,Harry Styles,Sign Of The Times,28,4,4,2017-05-20,"April 7, 2017"
10892,Maroon 5,Cold,29,16,12,2017-05-20,"February 14, 2017"
10893,Calvin Harris,Slide,30,30,10,2017-05-20,"February 23, 2017"
10894,Brett Young,In Case You Didn't Know,31,31,13,2017-05-20,"February 12, 2016"
10895,Travis Scott,Goosebumps,32,32,25,2017-05-20,"September 2, 2016"
10896,"Ayo, Teo",Rolex,33,32,12,2017-05-20,"January 13, 2017"
10897,Luke Combs,Hurricane,34,34,12,2017-05-20,"June 16, 2015"
10898,Bruno Mars,24K Magic,35,4,30,2017-05-20,"October 7, 2016"
10899,Rihanna,Love On The Brain,36,5,29,2017-05-20,"January 28, 2016"
10900,"Zayn, Taylor Swift",I Don't Wanna Live Forever,37,2,21,2017-05-20,"December 9, 2016"
10901,Halsey,Now Or Never,38,38,4,2017-05-20,"April 4, 2017"
10902,Justin Timberlake,Can't Stop The Feeling!,39,1,52,2017-05-20,"May 6, 2016"
10903,Big Sean,Bounce Back,40,6,26,2017-05-20,"October 31, 2016"
10904,Gucci Mane,Both,41,41,20,2017-05-20,"December 15, 2016"
10905,French Montana,Unforgettable,42,42,4,2017-05-20,"April 7, 2017"
10906,Kendrick Lamar,Love.,43,18,3,2017-05-20,"April 14, 2017"
10907,Childish Gambino,Redbone,44,44,22,2017-05-20,"November 17, 2016"
10908,Alessia Cara,Scars To Your Beautiful,45,8,36,2017-05-20,"November 13, 2015"
10909,Jason Derulo,Swalla,46,42,7,2017-05-20,"February 24, 2017"
10910,Ed Sheeran,Castle On The Hill,47,6,17,2017-05-20,"January 6, 2017"
10911,XXXTENTACION,Look At Me!,48,34,13,2017-05-20,"December 30, 2015"
10912,Shawn Mendes,There's Nothing Holdin' Me Back,49,44,2,2017-05-20,"April 20, 2017"
10913,A Boogie Wit da Hoodie,Drowning,50,50,5,2017-05-20,"March 10, 2017"
10914,Kendrick Lamar,Loyalty.,51,14,3,2017-05-20,"April 14, 2017"
